Customer_ID,Customer_Name,City,Gender
CUS00150,Meera Nair, Ahmedabad  ,MALE
CUS00151,Amit Singh,Hyderabad,FEMALE
CUS00152,Ravi Das,Delhi,FEMALE
CUS00153,Suresh Kumar,Hyderabad,Female
CUS00154,Sneha Joshi,Pune,female
CUS00155,Suresh Verma,Kolkata,M
CUS00156,Meera Kumar,Chennai,MALE
CUS00157,Pooja Joshi,Ahmedabad,female
CUS00158,Sneha Patel,Mumbai,M
CUS00159,Vikram Patel,Pune,Male
CUS00160,Rahul Joshi,Chennai, FEMALE  
CUS00161,Sneha Joshi,Pune,MALE
CUS00162,Sneha Patel,Hyderabad,MALE
CUS00163,Pooja Das,Pune,Female
CUS00164,Ananya Das,Mumbai,Male
CUS00165,Suresh Kumar,Pune,MALE
CUS00166,Ravi Joshi,Kolkata,Male
CUS00167,Priya Nair,Mumbai,male
CUS00168,Priya Gupta,,female
CUS00169,Pooja Das,Pune,MALE
CUS00170,Ananya Gupta,Pune,female
CUS00171,Sneha Verma,Kolkata,male
CUS00172,Rahul Joshi,Chennai,M
CUS00173,Vikram Kumar,Mumbai,FEMALE
CUS00174,Vikram Joshi,Mumbai,Male
CUS00175,Suresh Kumar,Delhi,FEMALE
CUS00176,Suresh Singh, Pune  ,female
CUS00177,Pooja Verma,Chennai,F
CUS00178,Ananya Rao,Kolkata,male
CUS00179,Ananya Gupta,Kolkata,male
CUS00180,Pooja Gupta,Chennai,M
CUS00181,Sneha Kumar,Ahmedabad,Male
CUS00182,Pooja Nair,Delhi, Female  
CUS00183,Meera Singh, Mumbai  ,Female
CUS00184,Vikram Joshi,Delhi,MALE
CUS00185,Ananya Gupta,Bangalore, Male  
CUS00186,Rahul Nair,Ahmedabad,MALE
CUS00187,Suresh Kumar,Bangalore,M
CUS00188,Ananya Rao,Pune,Female
CUS00189,Pooja Nair,,male
CUS00190,Ravi Kumar,Mumbai,F
CUS00191,Suresh Rao,Hyderabad,female
CUS00192,Sneha Kumar,Kolkata,M
CUS00193,Suresh Kumar,Delhi,MALE
CUS00194,Pooja Das,Kolkata,male
CUS00195,Rahul Sharma,Ahmedabad,female
CUS00196,Pooja Sharma,Mumbai,MALE
CUS00197,Vikram Joshi,,female
CUS00198,Rahul Sharma,Pune,FEMALE
CUS00199,Vikram Rao,Chennai,F
CUS00200,Pooja Patel,Mumbai,female
CUS00201,Sneha Joshi,Mumbai,Female
CUS00202,Amit Nair,Kolkata,FEMALE
CUS00203,Amit Patel,Delhi,female
CUS00204,Vikram Das,Delhi,Male
CUS00205,Pooja Das,Delhi,Male
CUS00206,Meera Gupta,Bangalore,male
CUS00207,Sneha Gupta, Mumbai  ,Female
CUS00208,Ravi Gupta,Pune, female  
CUS00209,Suresh Joshi,,F
CUS00210,Vikram Das,Hyderabad,FEMALE
CUS00211,Suresh Gupta, Bangalore  ,MALE
CUS00212,Amit Das, Ahmedabad  ,M
CUS00213,Suresh Rao,Pune,Female
CUS00214,Ananya Rao,Hyderabad,male
CUS00215,Rahul Singh,Pune, Female  
CUS00216,Ravi Joshi,Mumbai, Female  
CUS00217,Sneha Joshi, Chennai  , Female  
CUS00218,Ravi Gupta,Delhi,FEMALE
CUS00219,Vikram Verma,Mumbai,Male
CUS00220,Sneha Patel,Hyderabad,female
CUS00221,Meera Gupta,Hyderabad,M
CUS00222,Rahul Nair,Ahmedabad,Female
CUS00223,Ananya Nair,Kolkata,F
CUS00224,Ananya Das,Pune,M
CUS00225,Pooja Joshi,Hyderabad,MALE
CUS00226,Suresh Singh,,MALE
CUS00227,Amit Kumar, Chennai  ,female
CUS00228,Ananya Das,Bangalore,male
CUS00229,Meera Patel,Hyderabad,Female
CUS00230,Meera Verma,Delhi,male
CUS00231,Amit Gupta, Chennai  , M  
CUS00232,Sneha Das,Pune,Female
CUS00233,Amit Gupta,Mumbai,Male
CUS00234,Ravi Joshi,Bangalore, male  
CUS00235,Ananya Verma,Delhi,M
CUS00236,Ravi Nair,,M
CUS00237,Sneha Joshi,Kolkata,male
CUS00238,Vikram Rao,Kolkata,female
CUS00239,Ravi Gupta,Pune,Female
CUS00240,Rahul Gupta,Pune,Male
CUS00241,Ananya Singh,Ahmedabad,female
CUS00242,Vikram Sharma,Delhi,male
CUS00243,Ananya Patel,Pune,F
CUS00244,Meera Singh,Hyderabad,MALE
CUS00245,Amit Kumar,Mumbai,Male
CUS00246,Amit Verma,Hyderabad,Male
CUS00247,Amit Kumar,Kolkata,FEMALE
CUS00248,Pooja Das,Kolkata,Female
CUS00249,Amit Sharma,Delhi,F
CUS00250,Rahul Sharma,Hyderabad,F
CUS00251,Suresh Kumar,Pune,MALE
CUS00252,Vikram Patel,Mumbai,Male
CUS00253,Ravi Nair,Bangalore,male
CUS00254,Meera Gupta,Hyderabad,M
CUS00255,Sneha Singh,Ahmedabad,male
CUS00256,Rahul Das,Chennai,male
CUS00257,Rahul Sharma,Bangalore,Female
CUS00258,Vikram Singh,Pune,M
CUS00259,Meera Patel,Hyderabad,MALE
CUS00260,Pooja Singh,,Female
CUS00261,Rahul Singh,Ahmedabad,M
CUS00262,Ravi Patel,Hyderabad,Male
CUS00263,Pooja Gupta,Hyderabad,F
CUS00264,Ravi Gupta,Ahmedabad,Male
CUS00265,Pooja Joshi,Kolkata,Male
CUS00266,Amit Nair,Mumbai,M
CUS00267,Pooja Rao,Kolkata,Male
CUS00268,Meera Sharma,Chennai,male
CUS00269,Priya Singh,Bangalore,Female
CUS00270,Meera Patel,Bangalore,Male
CUS00271,Priya Verma,Ahmedabad,male
CUS00272,Ravi Nair,Delhi,Female
CUS00273,Meera Singh,Bangalore,male
CUS00274,Vikram Joshi,Bangalore,Male
CUS00275,Amit Das,Chennai,male
CUS00276,Amit Das, Chennai  ,F
CUS00277,Pooja Verma,Ahmedabad,F
CUS00278,Rahul Sharma,Mumbai, female  
CUS00279,Priya Sharma, Pune  ,MALE
CUS00280,Meera Das,Delhi,MALE
CUS00281,Priya Kumar,Bangalore,FEMALE
CUS00282,Suresh Verma,Pune,Female
CUS00283,Ravi Nair,Chennai,MALE
CUS00284,Suresh Verma,Hyderabad,Female
CUS00285,Ananya Kumar,Ahmedabad,MALE
CUS00286,Pooja Joshi,Pune,F
CUS00287,Amit Verma,Bangalore,MALE
CUS00288,Ravi Rao,Mumbai,female
CUS00289,Sneha Kumar,Mumbai, female  
CUS00290,Priya Gupta,Chennai,FEMALE
CUS00291,Sneha Gupta,Pune,Male
CUS00292,Rahul Joshi,Pune,F
CUS00293,Ravi Sharma,Bangalore,FEMALE
CUS00294,Ananya Gupta,Chennai,Male
CUS00295,Ravi Nair,Delhi,Male
CUS00296,Vikram Gupta,Bangalore,Female
CUS00297,Vikram Patel,Mumbai,female
CUS00298,Priya Joshi,Chennai,Male
CUS00299,Pooja Nair,Mumbai,male
CUS00300,Suresh Singh,Chennai,Female
CUS00301,Amit Das,Hyderabad, Female  
CUS00302,Vikram Sharma,Delhi,Female
CUS00303,Vikram Nair,Chennai,female
CUS00304,Vikram Verma,Pune,MALE
CUS00305,Ananya Nair,Mumbai,Female
CUS00306,Rahul Verma,Pune,MALE
CUS00307,Amit Joshi,Chennai, F  
CUS00308,Meera Das,Mumbai,M
CUS00309,Suresh Verma,Ahmedabad,female
CUS00310,Vikram Joshi,Ahmedabad,F
CUS00311,Ravi Singh,Ahmedabad,MALE
CUS00312,Priya Joshi,Pune,F
CUS00313,Ananya Das,Delhi,male
CUS00314,Priya Kumar,Bangalore,Female
CUS00315,Pooja Rao,Ahmedabad,female
CUS00316,Ravi Das,Delhi,M
CUS00317,Meera Joshi,Pune,Female
CUS00318,Rahul Kumar,Delhi,Female
CUS00319,Amit Verma, Kolkata  ,M
CUS00320,Rahul Joshi,Hyderabad,Male
CUS00321,Ananya Kumar,Chennai,female
CUS00322,Meera Sharma,Chennai,FEMALE
CUS00323,Suresh Sharma,Kolkata,Male
CUS00324,Vikram Sharma,Mumbai,FEMALE
CUS00325,Ravi Rao,Hyderabad,FEMALE
CUS00326,Suresh Rao,Kolkata,F
CUS00327,Priya Sharma,Pune,male
CUS00328,Rahul Verma,Bangalore,M
CUS00329,Meera Rao,Bangalore,F
CUS00330,Sneha Singh,Bangalore,F
CUS00331,Vikram Rao,Kolkata,female
CUS00332,Priya Das,,F
CUS00333,Priya Nair,Ahmedabad,MALE
CUS00334,Suresh Das,Delhi,Female
CUS00335,Suresh Joshi,Chennai,Male
CUS00336,Amit Das,Pune,MALE
CUS00337,Meera Singh,Chennai,Male
CUS00338,Priya Singh,Mumbai,Male
CUS00339,Vikram Kumar,Delhi,male
CUS00340,Ananya Singh,Mumbai,male
CUS00341,Amit Gupta,Chennai,male
CUS00342,Ravi Rao,Delhi,male
CUS00343,Ananya Sharma,Hyderabad,male
CUS00344,Pooja Kumar,Chennai,male
CUS00345,Ravi Joshi,Ahmedabad,female
CUS00346,Pooja Rao,Chennai,Male
CUS00347,Suresh Gupta,Pune,Male
CUS00348,Vikram Verma,Kolkata,MALE
CUS00349,Meera Patel,Chennai,female
CUS00350,Amit Verma,Pune,FEMALE
CUS00351,Vikram Kumar,Mumbai,F
CUS00352,Sneha Das, Hyderabad  ,Male
CUS00353,Meera Singh,Delhi,male
CUS00354,Priya Joshi,Delhi,F
CUS00355,Priya Kumar,Chennai,FEMALE
CUS00356,Vikram Singh,Mumbai,Male
CUS00357,Rahul Joshi, Ahmedabad  ,female
CUS00358,Priya Joshi,Delhi,female
CUS00359,Amit Joshi,Chennai,MALE
CUS00360,Vikram Singh,,Male
CUS00361,Ravi Verma,Pune,F
CUS00362,Suresh Gupta, Hyderabad  ,F
CUS00363,Ananya Verma,Pune,Female
CUS00364,Amit Rao,Ahmedabad,female
CUS00365,Ananya Joshi,Hyderabad,Female
CUS00366,Sneha Sharma,Delhi,female
CUS00367,Pooja Sharma,Hyderabad,MALE
CUS00368,Sneha Nair,Mumbai,Male
CUS00369,Sneha Verma,Ahmedabad,male
CUS00370,Meera Sharma,Mumbai,Male
CUS00371,Vikram Verma,Hyderabad,male
CUS00372,Priya Verma,Ahmedabad,Female
CUS00373,Ravi Gupta,Ahmedabad,Female
CUS00374,Sneha Sharma,Kolkata,male
CUS00375,Rahul Gupta,Bangalore,male
CUS00376,Meera Rao,Bangalore,Male
CUS00377,Priya Das, Bangalore  , Male  
CUS00378,Sneha Singh,Chennai,F
CUS00379,Amit Das,Chennai,male
CUS00380,Vikram Gupta,Bangalore,Female
CUS00381,Priya Das, Kolkata  ,Female
CUS00382,Sneha Kumar,Pune,female
CUS00383,Rahul Sharma,Mumbai,F
CUS00384,Meera Joshi,Mumbai,M
CUS00385,Amit Joshi,Mumbai,male
CUS00386,Ananya Rao, Delhi  ,F
CUS00387,Ananya Patel,Hyderabad,female
CUS00388,Sneha Verma,Delhi,female
CUS00389,Meera Joshi,Ahmedabad,M
CUS00390,Vikram Patel,Bangalore,female
CUS00391,Priya Joshi,Pune,Male
CUS00392,Meera Singh,Ahmedabad,female
CUS00393,Suresh Joshi,Bangalore,female
CUS00394,Ravi Patel,Hyderabad, MALE  
CUS00395,Amit Rao,Hyderabad,male
CUS00396,Ravi Joshi, Mumbai  ,Male
CUS00397,Ravi Patel,Delhi,Male
CUS00398,Vikram Singh,Bangalore, Female  
CUS00399,Pooja Singh,Ahmedabad,Male
CUS00400,Amit Verma,Kolkata,F
CUS00401,Vikram Das,Kolkata,Male
CUS00402,Amit Nair,Hyderabad,FEMALE
CUS00403,Amit Gupta,Pune,FEMALE
CUS00404,Sneha Singh,Pune,Female
CUS00405,Meera Patel,Pune,F
CUS00406,Priya Gupta,Hyderabad,M
CUS00407,Suresh Nair,Pune,Female
CUS00408,Pooja Verma,Chennai,Female
CUS00409,Vikram Verma,Delhi,Female
CUS00410,Suresh Singh,Bangalore,Male
CUS00411,Priya Sharma,Ahmedabad,Male
CUS00412,Ananya Gupta,Hyderabad,FEMALE
CUS00413,Meera Singh,Ahmedabad,F
CUS00414,Vikram Sharma,Chennai,F
CUS00415,Rahul Nair,Bangalore,male
CUS00416,Priya Sharma,Chennai,male
CUS00417,Suresh Sharma,Pune,FEMALE
CUS00418,Rahul Nair,Pune,F
CUS00419,Pooja Gupta,,F
CUS00420,Vikram Joshi, Bangalore  ,FEMALE
CUS00421,Pooja Gupta,Chennai,male
CUS00422,Priya Kumar,Delhi,male
CUS00423,Ananya Sharma,Mumbai,F
CUS00424,Priya Nair,Hyderabad,MALE
CUS00425,Ananya Das,Ahmedabad,M
CUS00426,Ravi Gupta,Mumbai,male
CUS00427,Pooja Nair,Kolkata,FEMALE
CUS00428,Vikram Singh,Delhi,M
CUS00429,Vikram Joshi,Kolkata,Female
CUS00430,Ravi Kumar, Pune  ,M
CUS00431,Ravi Kumar,Kolkata,male
CUS00432,Pooja Patel, Ahmedabad  ,MALE
CUS00433,Pooja Verma,Mumbai,MALE
CUS00434,Vikram Joshi,Chennai, female  
CUS00435,Vikram Joshi,Delhi,F
CUS00436,Rahul Das,Delhi,Male
CUS00437,Amit Kumar,Mumbai,male
CUS00438,Vikram Nair,Pune, FEMALE  
CUS00439,Meera Singh,Delhi,male
CUS00440,Ananya Verma,Pune,MALE
CUS00441,Pooja Rao,,MALE
CUS00442,Sneha Patel,Pune,female
CUS00443,Amit Joshi,Delhi,Female
CUS00444,Meera Nair,Pune,F
CUS00445,Rahul Patel,Pune,Female
CUS00446,Priya Verma,Chennai,Female
CUS00447,Amit Nair,Mumbai,Male
CUS00448,Amit Verma,Mumbai, Male  
CUS00449,Ananya Sharma,Delhi,female
CUS00450,Ananya Gupta,Delhi,MALE
CUS00451,Priya Verma,Bangalore,female
CUS00452,Suresh Sharma,Mumbai,MALE
CUS00453,Meera Singh,Delhi,F
CUS00454,Ravi Patel,Ahmedabad,FEMALE
CUS00455,Priya Nair,Hyderabad,FEMALE
CUS00456,Amit Verma,Bangalore,MALE
CUS00457,Vikram Joshi,Pune,F
CUS00458,Priya Joshi,Hyderabad,M
CUS00459,Ravi Joshi,Pune,F
CUS00460,Rahul Verma,Delhi,Female
CUS00461,Ravi Joshi,Pune,M
CUS00462,Ravi Gupta,Chennai,MALE
CUS00463,Rahul Joshi,Ahmedabad,F
CUS00464,Rahul Sharma,Delhi,female
CUS00465,Rahul Rao,Delhi,F
CUS00466,Suresh Joshi,Pune,Female
CUS00467,Suresh Gupta,Ahmedabad,F
CUS00468,Priya Rao,,M
CUS00469,Rahul Nair,Ahmedabad, F  
CUS00470,Ravi Joshi,Chennai,M
CUS00471,Rahul Nair,Delhi,F
CUS00472,Ananya Kumar,Mumbai,M
CUS00473,Ananya Das, Pune  ,male
CUS00474,Ananya Gupta,Mumbai,M
CUS00475,Vikram Das,Kolkata,female
CUS00476,Rahul Sharma,Delhi,MALE
CUS00477,Ravi Kumar, Pune  ,M
CUS00478,Ravi Gupta,Mumbai,FEMALE
CUS00479,Suresh Gupta,Delhi,female
CUS00480,Priya Nair,Bangalore,M
CUS00481,Meera Verma,,M
CUS00482,Ananya Verma,Delhi,F
CUS00483,Ravi Kumar,Chennai,FEMALE
CUS00484,Suresh Singh,Ahmedabad,Male
CUS00485,Suresh Das,Ahmedabad,F
CUS00486,Ananya Joshi,Kolkata,Male
CUS00487,Ravi Gupta,Bangalore,MALE
CUS00488,Rahul Kumar,Delhi,MALE
CUS00489,Vikram Joshi,Hyderabad, female  
CUS00490,Vikram Singh,Ahmedabad,Male
CUS00491,Amit Joshi,Mumbai,male
CUS00492,Priya Rao, Mumbai  ,FEMALE
CUS00493,Rahul Patel,Pune,M
CUS00494,Meera Nair,Delhi,Female
CUS00495,Ananya Gupta,Chennai,Female
CUS00496,Priya Singh,Kolkata,M
CUS00497,Amit Joshi,Hyderabad,MALE
CUS00498,Sneha Kumar,Pune,M
CUS00499,Meera Sharma,Bangalore, MALE  
CUS00500,Ravi Kumar,Mumbai,female
CUS00501,Ravi Sharma,Pune,female
CUS00502,Sneha Kumar,Kolkata,MALE
CUS00503,Ravi Sharma,Hyderabad,F
CUS00504,Ravi Gupta,Chennai,F
CUS00505,Suresh Verma,Kolkata,male
CUS00506,Amit Sharma,Pune,FEMALE
CUS00507,Sneha Kumar,Bangalore, male  
CUS00508,Rahul Das,Pune,female
CUS00509,Rahul Kumar,Kolkata,F
CUS00510,Ravi Gupta,Bangalore,MALE
CUS00511,Amit Nair,Bangalore, female  
CUS00512,Rahul Sharma,Hyderabad,female
CUS00513,Ananya Singh,Kolkata,male
CUS00514,Pooja Verma, Delhi  ,F
CUS00515,Pooja Rao,Hyderabad,MALE
CUS00516,Vikram Patel,Bangalore,female
CUS00517,Vikram Patel,Kolkata,Male
CUS00518,Pooja Singh,Ahmedabad,F
CUS00519,Ravi Das,Pune,female
CUS00520,Sneha Joshi, Chennai  ,Male
CUS00521,Suresh Das,Pune, Male  
CUS00522,Suresh Sharma,Kolkata,FEMALE
CUS00523,Rahul Verma,Bangalore,FEMALE
CUS00524,Amit Singh,Pune,MALE
CUS00525,Vikram Kumar,Ahmedabad,FEMALE
CUS00526,Pooja Singh,Chennai,male
CUS00527,Pooja Kumar, Ahmedabad  ,female
CUS00528,Ananya Nair,Bangalore, F  
CUS00529,Priya Patel,Ahmedabad,male
CUS00530,Meera Patel,Chennai,MALE
CUS00531,Sneha Joshi,Mumbai,M
CUS00532,Meera Verma,,Female
CUS00533,Vikram Das,Pune,F
CUS00534,Meera Singh,,F
CUS00535,Amit Verma,Hyderabad,MALE
CUS00536,Ravi Verma,Kolkata,female
CUS00537,Rahul Verma,Mumbai,M
CUS00538,Meera Singh,Chennai,MALE
CUS00539,Ravi Joshi,Pune,female
CUS00540,Meera Singh,Chennai,M
CUS00541,Sneha Singh,Kolkata,FEMALE
CUS00542,Ravi Verma,Ahmedabad,Female
CUS00543,Suresh Rao,Ahmedabad,MALE
CUS00544,Suresh Rao,Chennai,Male
CUS00545,Meera Verma,Kolkata,MALE
CUS00546,Ravi Sharma,Mumbai,male
CUS00547,Pooja Joshi,Delhi,FEMALE
CUS00548,Priya Das,Chennai,male
CUS00549,Priya Sharma,Chennai, Male  
CUS00550,Meera Joshi,Bangalore,M
CUS00551,Ravi Kumar,Chennai,FEMALE
CUS00552,Sneha Sharma,,Female
CUS00553,Suresh Patel,Hyderabad,female
CUS00554,Priya Singh,Delhi,F
CUS00555,Pooja Das,Bangalore,F
CUS00556,Amit Verma,Hyderabad, M  
CUS00557,Ravi Joshi,Kolkata, MALE  
CUS00558,Ananya Nair,Ahmedabad,Male
CUS00559,Meera Gupta,Delhi,F
CUS00560,Pooja Gupta,,MALE
CUS00561,Pooja Singh,Ahmedabad,FEMALE
CUS00562,Ananya Joshi,Chennai,M
CUS00563,Rahul Singh,Bangalore,Female
CUS00564,Pooja Kumar,Hyderabad,M
CUS00565,Vikram Gupta,,Male
CUS00566,Ananya Rao,Bangalore,Male
CUS00567,Ananya Gupta,Delhi,female
CUS00568,Suresh Das,Mumbai,male
CUS00569,Priya Verma,Delhi,F
CUS00570,Priya Patel,,Female
CUS00571,Pooja Verma,Pune,F
CUS00572,Sneha Joshi,Bangalore,male
CUS00573,Suresh Singh,,F
CUS00574,Sneha Singh,Delhi,M
CUS00575,Ravi Joshi,Kolkata,M
CUS00576,Suresh Verma,Pune,Male
CUS00577,Ravi Sharma,Delhi,male
CUS00578,Suresh Kumar,Bangalore,MALE
CUS00579,Meera Singh,,MALE
CUS00580,Ravi Patel,Kolkata,F
CUS00581,Rahul Nair,Chennai,M
CUS00582,Rahul Sharma,Chennai,MALE
CUS00583,Vikram Rao,Mumbai,MALE
CUS00584,Ananya Verma,Delhi,MALE
CUS00585,Amit Joshi,Mumbai,F
CUS00586,Vikram Das,Pune,female
CUS00587,Suresh Das,Bangalore,female
CUS00588,Ravi Rao,Hyderabad,Female
CUS00589,Pooja Verma,Delhi,male
CUS00590,Meera Joshi,Pune,M
CUS00591,Ravi Singh,Kolkata,F
CUS00592,Suresh Nair,Bangalore,F
CUS00593,Suresh Gupta,Delhi,Male
CUS00594,Vikram Sharma,Delhi,Female
CUS00595,Pooja Sharma,Bangalore,FEMALE
CUS00596,Vikram Kumar,Bangalore,Male
CUS00597,Ananya Verma,Hyderabad,Male
CUS00598,Ravi Joshi,Mumbai,F
CUS00599,Pooja Singh,Bangalore,F
CUS00600,Ravi Gupta,Pune,M
CUS00601,Rahul Sharma,Mumbai,MALE
CUS00602,Meera Nair,Chennai,Female
CUS00603,Amit Verma,Mumbai,F
CUS00604,Meera Joshi,Bangalore,female
CUS00605,Pooja Sharma,Delhi,M
CUS00606,Priya Verma,Pune,FEMALE
CUS00607,Priya Singh,Delhi,male
CUS00608,Ananya Singh,Chennai,Male
CUS00609,Ravi Gupta,Mumbai,Female
CUS00610,Sneha Das,Chennai, Female  
CUS00611,Vikram Sharma,Hyderabad,M
CUS00612,Sneha Sharma,Pune, F  
CUS00613,Suresh Singh,Chennai,Female
CUS00614,Rahul Gupta,Chennai,female
CUS00615,Suresh Joshi,Bangalore,M
